name,phone,website,email,address,street,city,state,zip,rating,review_count,category,hours_status,hours_detail,google_maps_url,search_keyword,search_place,search_type,search_state,scraped_at,place_id
Google Maps can't reach the internet,,,,,,,FL,,,,,,,https://www.google.com/maps/place/Hogtown+Auto+Inc./data=!4m7!3m6!1s0x88e8a7a5e262a825:0x2fd93a9425b3cbc8!8m2!3d29.6760136!4d-82.3000525!16s%2Fg%2F11qnvppnb_!19sChIJJahi4qWn6IgRyMuzJZQ62S8?authuser=0&hl=en&rclk=1,auto repair shop,Gainesville,city,FL,2026-07-15T16:44:12,0x88e8a7a5e262a825:0x2fd93a9425b3cbc8
J.A.R. Auto Repair Mecanica En General,,,,"Hialeah, FL 33010, United States",,,FL,,3.0,3,Auto repair shop,,,https://www.google.com/maps/place/J.A.R.+Auto+Repair+Mecanica+En+General/data=!4m7!3m6!1s0x88d9ba4277091bc7:0x471236fa2204dfd!8m2!3d25.8423959!4d-80.2992686!16s%2Fg%2F11bz_3d9n2!19sChIJxxsJd0K62YgR_U0gom8jcQQ?authuser=0&hl=en&rclk=1,auto repair shop,Hialeah,city,FL,2026-07-15T15:40:33,0x88d9ba4277091bc7:0x471236fa2204dfd
JS TIRE & OIL SERVICE INC,(863) 458-7035,,,,,,FL,,5.0,15,Mechanic,,,https://www.google.com/maps/place/JS+TIRE+%26+OIL+SERVICE+INC/data=!4m7!3m6!1s0xa68d541f54b007:0xecd6427de7b9cc51!8m2!3d29.7353755!4d-83.804601!16s%2Fg%2F11njcphcfv!19sChIJB7BUH1SNpgARUcy5531C1uw?authuser=0&hl=en&rclk=1,auto repair shop,Highlands County,county,FL,2026-07-15T10:57:09,0xa68d541f54b007:0xecd6427de7b9cc51
Javi-Yahus Towing & Detail,,https://javiyahustowinganddetail.com/,,,,,FL,,5.0,41,Towing service,,,https://www.google.com/maps/place/Javi-Yahus+Towing+%26+Detail/data=!4m7!3m6!1s0x6f57208266a6369b:0x4f87f7654c8dc184!8m2!3d30.7820526!4d-85.226536!16s%2Fg%2F11xw98gzv8!19sChIJmzamZoIgV28RhMGNTGX3h08?authuser=0&hl=en&rclk=1,auto repair shop,Calhoun County,county,FL,2026-07-23T03:58:09,0x6f57208266a6369b:0x4f87f7654c8dc184
McNish Genuine Automotive INC,(904) 207-9354,http://mcnishgenuineautomotive.com/,,,,,FL,,5.0,32,Car repair and maintenance service,,,https://www.google.com/maps/place/McNish+Genuine+Automotive+INC/data=!4m7!3m6!1s0x88e5cfbe7a7a73c5:0x48b7b2417fcbc622!8m2!3d30.20284!4d-81.6558305!16s%2Fg%2F11h6h7bk91!19sChIJxXN6er7P5YgRIsbLf0Gyt0g?authuser=0&hl=en&rclk=1,auto repair shop,Nassau County,county,FL,2026-07-15T12:51:07,0x88e5cfbe7a7a73c5:0x48b7b2417fcbc622
Mels Auto Repair LLC,,http://melsautorepairllc.net/,,,,,FL,,5.0,5,Car repair and maintenance service,,,https://www.google.com/maps/place/Mels+Auto+Repair+LLC/data=!4m7!3m6!1s0x248f3136582d4129:0xe8558a3a41d088df!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11tdyb5wr9!19sChIJKUEtWDYxjyQR34jQQTqKVeg?authuser=0&hl=en&rclk=1,auto repair shop,Nassau County,county,FL,2026-07-23T09:45:08,0x248f3136582d4129:0xe8558a3a41d088df
NASSAU SUFFOLK AUTO REPAIR,,,,"East Massapequa, NY 11758, United States",,,FL,,1.0,1,Auto repair shop,,,https://www.google.com/maps/place/NASSAU+SUFFOLK+AUTO+REPAIR/data=!4m7!3m6!1s0x89e9d5af5053e92f:0x52a1dea4d6cf28bc!8m2!3d40.6696477!4d-73.4292273!16s%2Fg%2F11ywnc8hpt!19sChIJL-lTUK_V6YkRvCjP1qTeoVI?authuser=0&hl=en&rclk=1,auto repair shop,Nassau County,county,FL,2026-07-23T09:45:08,0x89e9d5af5053e92f:0x52a1dea4d6cf28bc
Precision Mobile Mechanic Inc,(904) 275-4056,,,,,,FL,,4.8,48,Mechanic,,,https://www.google.com/maps/place/Precision+Mobile+Mechanic+Inc/data=!4m7!3m6!1s0x88ef5f0997efa0d1:0x4cd09799435cdc16!8m2!3d29.6988055!4d-83.804601!16s%2Fg%2F11csb0g6cv!19sChIJ0aDvlwlf74gRFtxcQ5mX0Ew?authuser=0&hl=en&rclk=1,auto repair shop,Baker County,county,FL,2026-07-23T03:20:59,0x88ef5f0997efa0d1:0x4cd09799435cdc16
SOPCHOPPY TIRE,,,,"Sopchoppy, FL 32358, United States",,,FL,,,,Tire shop,,,https://www.google.com/maps/place/SOPCHOPPY+TIRE/data=!4m7!3m6!1s0x88ec9d76a7c2a9d9:0x96bbb51e6e48465e!8m2!3d30.0603869!4d-84.4757123!16s%2Fg%2F11l65ytgqh!19sChIJ2anCp3ad7IgRXkZIbh61u5Y?authuser=0&hl=en&rclk=1,auto repair shop,Franklin County,county,FL,2026-07-23T05:26:55,0x88ec9d76a7c2a9d9:0x96bbb51e6e48465e
Saint Johns Auto Repair,,https://stjohnsautorepair.vercel.app/,,,,,FL,,5.0,16,Mechanic,,,https://www.google.com/maps/place/Saint+Johns+Auto+Repair/data=!4m7!3m6!1s0x88e5cd6f8b6def8b:0xaec1c2ec32fe6d56!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11kk6jq3zq!19sChIJi-9ti2_N5YgRVm3-MuzCwa4?authuser=0&hl=en&rclk=1,auto repair shop,Nassau County,county,FL,2026-07-15T12:51:06,0x88e5cd6f8b6def8b:0xaec1c2ec32fe6d56
interlachen to ST Augustine central florida auto repair,,,,"St. Augustine, FL 32086, United States",,,FL,,,,Auto repair shop,,,https://www.google.com/maps/place/interlachen+to+ST+Augustine+central+florida+auto+repair/data=!4m7!3m6!1s0x88e69d001e5e1bc3:0xc5b295f96e8aebec!8m2!3d29.8093885!4d-81.3124341!16s%2Fg%2F11x7n309tn!19sChIJwxteHgCd5ogR7OuKbvmVssU?authuser=0&hl=en&rclk=1,auto repair shop,St. Johns County,county,FL,2026-07-23T11:03:38,0x88e69d001e5e1bc3:0xc5b295f96e8aebec
CRT Automotive,,,,"15220 NW 118th Ave, Alachua, FL 32615, United States",15220 NW 118th Ave,Alachua,FL,32615,,,Auto repair shop,,,https://www.google.com/maps/place/CRT+Automotive/data=!4m7!3m6!1s0x88e8b70075f022b9:0x9b6dea9c89482c21!8m2!3d29.764328!4d-82.505584!16s%2Fg%2F11z16rtyxz!19sChIJuSLwdQC36IgRISxIiZzqbZs?authuser=0&hl=en&rclk=1,auto repair shop,Alachua County,county,FL,2026-07-23T03:04:02,0x88e8b70075f022b9:0x9b6dea9c89482c21
Firestone Complete Auto Care,(386) 229-3480,https://www.firestonecompleteautocare.com/florida/alachua/16308-nw-us-hwy-441/,,"16308 NW US Hwy 441, Alachua, FL 32615, United States",16308 NW US Hwy 441,Alachua,FL,32615,4.9,496,Tire shop,,,https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88e8b7ababf78edb:0x85d33e19dba79998!8m2!3d29.8040643!4d-82.5278156!16s%2Fg%2F11mck_vhw4!19sChIJ2473q6u36IgRmJmn2xk-04U?authuser=0&hl=en&rclk=1,auto repair shop,Union County,county,FL,2026-07-23T12:23:25,0x88e8b7ababf78edb:0x85d33e19dba79998
Roger's Tire & Repair Inc,(386) 462-3700,,,"15251 NW US Hwy 441, Alachua, FL 32615, United States",15251 NW US Hwy 441,Alachua,FL,32615,4.7,107,Tire shop,,,https://www.google.com/maps/place/Roger%27s+Tire+%26+Repair+Inc/data=!4m7!3m6!1s0x88e8b730be66eb3d:0x8e32c9ba5ce270a7!8m2!3d29.7952548!4d-82.4961468!16s%2Fg%2F1tr7dmfk!19sChIJPetmvjC36IgRp3DiXLrJMo4?authuser=0&hl=en&rclk=1,auto repair shop,Union County,county,FL,2026-07-23T12:23:25,0x88e8b730be66eb3d:0x8e32c9ba5ce270a7
Firestone Complete Auto Care,(321) 214-7758,https://www.firestonecompleteautocare.com/florida/altamonte-springs/369-fl-436/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,,"369 FL-436, Altamonte Springs, FL 32714, United States",369 FL-436,Altamonte Springs,FL,32714,4.1,674,Tire shop,,,https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x88e7716e0705fef5:0xdcf6bf12ca90dbbd!8m2!3d28.6623181!4d-81.3963519!16s%2Fg%2F1tfqm624!19sChIJ9f4FB25x54gRvduQyhK_9tw?authuser=0&hl=en&rclk=1,auto repair shop,Seminole County,county,FL,2026-07-15T14:28:50,0x88e7716e0705fef5:0xdcf6bf12ca90dbbd
"Zych's Certified Auto Service, Inc.",(407) 862-2633,http://www.zychscertifiedauto.com/,,"1194 W State Rd 436, Altamonte Springs, FL 32714, United States",1194 W State Rd 436,Altamonte Springs,FL,32714,5.0,147,Auto repair shop,,,"https://www.google.com/maps/place/Zych%27s+Certified+Auto+Service,+Inc./data=!4m7!3m6!1s0x88e776b3ac1057b7:0xe7fa027876bcc7f2!8m2!3d28.6664757!4d-81.4310842!16s%2Fg%2F1tlgys91!19sChIJt1cQrLN254gR8se8dngC-uc?authuser=0&hl=en&rclk=1",auto repair shop,Seminole County,county,FL,2026-07-23T11:54:17,0x88e776b3ac1057b7:0xe7fa027876bcc7f2
Complete Auto Repair,,,,"22 S Orange Ave, Arcadia, FL 34266, United States",22 S Orange Ave,Arcadia,FL,34266,5.0,1,Auto repair shop,,,https://www.google.com/maps/place/Complete+Auto+Repair/data=!4m7!3m6!1s0x88dc9601b05c1f2d:0x585b6c10126514fb!8m2!3d27.2156856!4d-81.8642365!16s%2Fg%2F11hm3yxq58!19sChIJLR9csAGW3IgR-xRlEhBsW1g?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:22,0x88dc9601b05c1f2d:0x585b6c10126514fb
D & G RV Repair,,,,"2390 SW Westward Ave, Arcadia, FL 34266, United States",2390 SW Westward Ave,Arcadia,FL,34266,4.8,23,RV repair shop,,,https://www.google.com/maps/place/D+%26+G+RV+Repair/data=!4m7!3m6!1s0x88dcbb6b95db52ef:0xe11e4239d87b756!8m2!3d27.1869112!4d-81.9961098!16s%2Fg%2F11k4tt9myc!19sChIJ71LblWu73IgRVreHnSPkEQ4?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dcbb6b95db52ef:0xe11e4239d87b756
"Fender Auto Parts, Inc.",(863) 494-1866,,,"1442 US-17, Arcadia, FL 34266, United States",1442 US-17,Arcadia,FL,34266,4.8,112,Auto parts store,,,"https://www.google.com/maps/place/Fender+Auto+Parts,+Inc./data=!4m7!3m6!1s0x88dcbd6dccc0d071:0x64ac067eee82652!8m2!3d27.1985944!4d-81.8637703!16s%2Fg%2F1vyxk6lw!19sChIJcdDAzG293IgRUibo7mfASgY?authuser=0&hl=en&rclk=1",auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dcbd6dccc0d071:0x64ac067eee82652
Fender's Tire & Battery Inc,(863) 494-1330,,,"1442 SW Hwy 17, Arcadia, FL 34266, United States",1442 SW Hwy 17,Arcadia,FL,34266,5.0,2,Auto parts store,,,https://www.google.com/maps/place/Fender%27s+Tire+%26+Battery+Inc/data=!4m7!3m6!1s0x88dc97304ffc1207:0xd1a5672219291045!8m2!3d27.198542!4d-81.8638226!16s%2Fg%2F11t9trsymr!19sChIJBxL8TzCX3IgRRRApGSJnpdE?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dc97304ffc1207:0xd1a5672219291045
Miller Automotive Service Inc,(863) 491-0091,,,"1965 SE Carlstrom Field Rd, Arcadia, FL 34266, United States",1965 SE Carlstrom Field Rd,Arcadia,FL,34266,4.6,52,Auto repair shop,,,https://www.google.com/maps/place/Miller+Automotive+Service+Inc/data=!4m7!3m6!1s0x88dca9f30de34abd:0xa3b2534c7f0acfa3!8m2!3d27.2088705!4d-81.8429916!16s%2Fg%2F11p02g17vx!19sChIJvUrjDfOp3IgRo88Kf0xTsqM?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:22,0x88dca9f30de34abd:0xa3b2534c7f0acfa3
"Scott's Service Center, Inc",(863) 494-5604,,,"1120 US-17, Arcadia, FL 34266, United States",1120 US-17,Arcadia,FL,34266,4.5,50,Auto repair shop,,,"https://www.google.com/maps/place/Scott%27s+Service+Center,+Inc/data=!4m7!3m6!1s0x88dcbd70d011eed7:0xf67074d133927876!8m2!3d27.2016433!4d-81.8627979!16s%2Fg%2F11hd756fwl!19sChIJ1-4R0HC93IgRdniSM9F0cPY?authuser=0&hl=en&rclk=1",auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dcbd70d011eed7:0xf67074d133927876
"Southwest Mobile Mechanic, Inc.",(941) 204-7455,http://www.swmobilemechanic.com/,,"2432 SW Brewer Ave, Arcadia, FL 34266, United States",2432 SW Brewer Ave,Arcadia,FL,34266,5.0,6,Diesel engine repair service,,,"https://www.google.com/maps/place/Southwest+Mobile+Mechanic,+Inc./data=!4m7!3m6!1s0x88dcbdb67960be61:0x86d5c9d25b04b58c!8m2!3d27.1917794!4d-81.904446!16s%2Fg%2F11j2tpyp3x!19sChIJYb5geba93IgRjLUEW9LJ1YY?authuser=0&hl=en&rclk=1",auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dcbdb67960be61:0x86d5c9d25b04b58c
Sydney Auto Repairs,,,,"308 E Hickory St, Arcadia, FL 34266, United States",308 E Hickory St,Arcadia,FL,34266,,,Car repair and maintenance service,,,https://www.google.com/maps/place/Sydney+Auto+Repairs/data=!4m7!3m6!1s0x88dc975a2733c1c7:0x346753a45e1113cb!8m2!3d27.2145876!4d-81.855128!16s%2Fg%2F11nj986118!19sChIJx8EzJ1qX3IgRyxMRXqRTZzQ?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dc975a2733c1c7:0x346753a45e1113cb
Take 5 Oil Change,(941) 787-2724,https://www.take5.com/locations/oil-change/florida/arcadia/31142/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website,,"2551 SE Hwy 70, Arcadia, FL 34266, United States",2551 SE Hwy 70,Arcadia,FL,34266,4.7,436,Oil change service,,,https://www.google.com/maps/place/Take+5+Oil+Change/data=!4m7!3m6!1s0x88dc97ef80e3595f:0x834bec2fa9cc1472!8m2!3d27.2084398!4d-81.8360069!16s%2Fg%2F11l6qmv53r!19sChIJX1njgO-X3IgRchTMqS_sS4M?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dc97ef80e3595f:0x834bec2fa9cc1472
Walmart Auto Care Center,(863) 494-4760,https://www.walmart.com/store/811-arcadia-fl/auto-care-center/?veh=seo_loc,,"2725 SE Hwy 70, Arcadia, FL 34266, United States",2725 SE Hwy 70,Arcadia,FL,34266,3.5,59,Oil change service,,,https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x88dc967b3dd79dcb:0xc5ffcfd3edb0bb21!8m2!3d27.2088694!4d-81.8295013!16s%2Fg%2F1wcxdxdy!19sChIJy53XPXuW3IgRIbuw7dPP_8U?authuser=0&hl=en&rclk=1,auto repair shop,DeSoto County,county,FL,2026-07-23T04:40:23,0x88dc967b3dd79dcb:0xc5ffcfd3edb0bb21
"64 West Collision Repair, Inc",(863) 453-5445,https://www.64westcollision.com/,,"2215 FL-64, Avon Park, FL 33825, United States",2215 FL-64,Avon Park,FL,33825,4.8,216,Auto body shop,,,"https://www.google.com/maps/place/64+West+Collision+Repair,+Inc/data=!4m7!3m6!1s0x88dcff6aaec491a5:0xd2217e4dffb444e1!8m2!3d27.5963292!4d-81.5375843!16s%2Fg%2F1tf82dst!19sChIJpZHErmr_3IgR4US0_01-IdI?authuser=0&hl=en&rclk=1",auto repair shop,Highlands County,county,FL,2026-07-23T06:22:35,0x88dcff6aaec491a5:0xd2217e4dffb444e1
"Bill Jarrett Ford, Inc.",(863) 453-3117,https://www.jarrettfordavonpark.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales,,"1305 US-27, Avon Park, FL 33825, United States",1305 US-27,Avon Park,FL,33825,4.6,918,Ford dealer,,,"https://www.google.com/maps/place/Bill+Jarrett+Ford,+Inc./data=!4m7!3m6!1s0x88dc55f8c9ef33d5:0xc8e1495c65ba3ade!8m2!3d27.610659!4d-81.515378!16s%2Fg%2F1tvm3kxj!19sChIJ1TPvyfhV3IgR3jq6ZVxJ4cg?authuser=0&hl=en&rclk=1",auto repair shop,Highlands County,county,FL,2026-07-23T06:22:35,0x88dc55f8c9ef33d5:0xc8e1495c65ba3ade
Main Street Auto-Care,,,,"200 W Main St, Avon Park, FL 33825, United States",200 W Main St,Avon Park,FL,33825,5.0,1,Auto repair shop,,,https://www.google.com/maps/place/Main+Street+Auto-Care/data=!4m7!3m6!1s0x88dc559290c39f85:0x16c799c06b368751!8m2!3d27.5960963!4d-81.5041417!16s%2Fg%2F11gvqq5107!19sChIJhZ_DkJJV3IgRUYc2a8CZxxY?authuser=0&hl=en&rclk=1,auto repair shop,Highlands County,county,FL,2026-07-23T06:22:35,0x88dc559290c39f85:0x16c799c06b368751
NAPA Auto Parts -JNK Auto Supply Inc,(863) 453-3191,https://www.napaonline.com/en/FL/Avon-Park/store/22029?cid=pl_jobber_google_dac_22029_ao,,"195 US Hwy 27 N, Avon Park, FL 33825, United States",195 US Hwy 27 N,Avon Park,FL,33825,4.6,88,Auto parts store,,,https://www.google.com/maps/place/NAPA+Auto+Parts+-JNK+Auto+Supply+Inc/data=!4m7!3m6!1s0x88dc559294a495bf:0x7ae753351bcdf840!8m2!3d27.5969143!4d-81.5149472!16s%2Fg%2F1tdd1hf9!19sChIJv5WklJJV3IgRQPjNGzVT53o?authuser=0&hl=en&rclk=1,auto repair shop,Highlands County,county,FL,2026-07-15T10:57:09,0x88dc559294a495bf:0x7ae753351bcdf840
On D Go Mobile Mechanic Corp,(786) 481-9028,https://www.facebook.com/profile.php?id=61573443617895,,"1695 Pardee Rd, Avon Park, FL 33825, United States",1695 Pardee Rd,Avon Park,FL,33825,4.9,24,Mechanic,,,https://www.google.com/maps/place/On+D+Go+Mobile+Mechanic+Corp/data=!4m7!3m6!1s0x88dc558fafb088ef:0x2bc76c344f8d1ff2!8m2!3d27.5726171!4d-81.4949344!16s%2Fg%2F11x5ybc15h!19sChIJ74iwr49V3IgR8h-NTzRsxys?authuser=0&hl=en&rclk=1,auto repair shop,Highlands County,county,FL,2026-07-23T06:22:35,0x88dc558fafb088ef:0x2bc76c344f8d1ff2
Goodyear Auto Service,(863) 533-4136,https://www.goodyear.com/en-us/goodyearautoservice,,"390 E Van Fleet Dr, Bartow, FL 33830, United States",390 E Van Fleet Dr,Bartow,FL,33830,4.6,558,Tire shop,,,https://www.google.com/maps/place/Goodyear+Auto+Service/data=!4m7!3m6!1s0x88dd17b9b6065e9f:0x14cf21ea88bf5a4b!8m2!3d27.9044269!4d-81.8407192!16s%2Fg%2F1tkkvpjt!19sChIJn14GtrkX3YgRS1q_iOohzxQ?authuser=0&hl=en&rclk=1,auto repair shop,Polk County,county,FL,2026-07-23T10:40:27,0x88dd17b9b6065e9f:0x14cf21ea88bf5a4b
Gilchrist county Bus Garage,,https://www.gilchristschools.org/page/maintenance-and-transportation,,"1699 US-129, Bell, FL 32619, United States",1699 US-129,Bell,FL,32619,3.0,3,Parking garage,,,https://www.google.com/maps/place/Gilchrist+county+Bus+Garage/data=!4m7!3m6!1s0x88e8d96741365a83:0x1acdf72ec9f7eba3!8m2!3d29.7118135!4d-82.8582345!16s%2Fg%2F11kn92ry29!19sChIJg1o2QWfZ6IgRo-v3yS73zRo?authuser=0&hl=en&rclk=1,auto repair shop,Gilchrist County,county,FL,2026-07-23T05:39:27,0x88e8d96741365a83:0x1acdf72ec9f7eba3
Martel Automotive Service Inc,(352) 245-6334,https://www.martelautomotive.com/,,"6105 SE Hames Rd, Belleview, FL 34420, United States",6105 SE Hames Rd,Belleview,FL,34420,4.8,144,Auto repair shop,,,https://www.google.com/maps/place/Martel+Automotive+Service+Inc/data=!4m7!3m6!1s0x88e7d1dcf2ce331b:0x499888f92c4416a1!8m2!3d29.0616098!4d-82.0497399!16s%2Fg%2F1tl9nd9c!19sChIJGzPO8tzR54gRoRZELPmImEk?authuser=0&hl=en&rclk=1,auto repair shop,Marion County,county,FL,2026-07-23T09:14:38,0x88e7d1dcf2ce331b:0x499888f92c4416a1
Gary's Automotive Inc,(352) 746-1226,http://garysautomaintenance.com/,,"3983 N Lecanto Hwy, Beverly Hills, FL 34465, United States",3983 N Lecanto Hwy,Beverly Hills,FL,34465,4.2,161,Auto repair shop,,,https://www.google.com/maps/place/Gary%27s+Automotive+Inc/data=!4m7!3m6!1s0x88e86c0497f024ff:0xb1006a52cdeb51db!8m2!3d28.9215063!4d-82.4657913!16s%2Fg%2F1tgff5sg!19sChIJ_yTwlwRs6IgR21HrzVJqALE?authuser=0&hl=en&rclk=1,auto repair shop,Citrus County,county,FL,2026-07-23T04:13:38,0x88e86c0497f024ff:0xb1006a52cdeb51db
R&B's Auto Care Inc.,(352) 746-2040,https://rbautocare.wixsite.com/randbsautocareinc,,"4459 N Lecanto Hwy, Beverly Hills, FL 34465, United States",4459 N Lecanto Hwy,Beverly Hills,FL,34465,4.6,182,Auto repair shop,,,https://www.google.com/maps/place/R%26B%27s+Auto+Care+Inc./data=!4m7!3m6!1s0x88e86ea750d675ab:0x318f627b6d57a815!8m2!3d28.928275!4d-82.4595469!16s%2Fg%2F1td6t1f_!19sChIJq3XWUKdu6IgRFahXbXtijzE?authuser=0&hl=en&rclk=1,auto repair shop,Citrus County,county,FL,2026-07-23T04:13:38,0x88e86ea750d675ab:0x318f627b6d57a815
